StockCode,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21
10002,8.0799560546875,9.233260154724121,11.901641845703125,13.500407218933105,0.6099178194999695,4.250287055969238,8.660688,10.737640380859375,11.111523628234863,12.165260314941406,15.34992504119873,0.8886672258377075,7.259392738342285,12.400726,13.345054626464844,13.82371997833252,16.0761775970459,12.68798828125,0.9728479981422424,8.981097221374512,13.764694
10080,9.090299606323242,9.572515487670898,9.999136924743652,13.417279243469238,0.756984293460846,6.7920427322387695,16.501944,12.76600456237793,12.557218551635742,12.501429557800293,10.390626907348633,0.19010360538959503,6.751317501068115,11.45573,12.02465534210205,11.838693618774414,12.518094062805176,9.488154411315918,0.18854792416095734,6.45256233215332,11.468507
10120,3.0710227489471436,3.3491101264953613,4.552132606506348,4.031374454498291,2.824867010116577,0.05501537397503853,2.3980477,3.6165027618408203,4.379004001617432,4.450784206390381,5.403691291809082,3.750748634338379,0.08566278219223022,2.5940504,4.219076156616211,5.580286502838135,5.609802722930908,7.350845813751221,4.562304496765137,0.11204573512077332,2.6556423
10125,0.0,3.1234261989593506,4.431255340576172,5.727596759796143,6.784323215484619,8.041208267211914,7.3511367,0.2464195042848587,3.5725178718566895,6.90933084487915,7.815499782562256,8.656584739685059,9.553800582885742,7.649072,0.38208678364753723,4.438477516174316,8.34864616394043,8.84400463104248,8.782552719116211,9.734182357788086,6.491315
10133,37.3709602355957,17.090898513793945,1.6198736429214478,10.256251335144043,19.227331161499023,29.375944137573242,29.558786,39.75908279418945,28.585777282714844,5.6175384521484375,15.606393814086914,32.30240249633789,50.34360885620117,69.46879,54.540496826171875,60.55733871459961,20.40247917175293,113.1186752319336,68.14952087402344,89.25467681884766,76.091705
10134,0.3365791440010071,4.830726623535156,4.353755474090576,3.2595174312591553,3.7290120124816895,5.44603967666626,3.878271,0.4031248092651367,8.542208671569824,6.3755998611450195,6.514820098876953,7.426895618438721,9.292940139770508,7.134744,0.9153547883033752,5.812384605407715,8.935256958007812,9.294851303100586,8.626160621643066,10.755331993103027,7.1810055
10135,5.34926700592041,0.0,4.021595001220703,9.212972640991211,6.113090515136719,7.416549205780029,9.962834,6.192442417144775,0.40862181782722473,4.352487087249756,8.75053596496582,8.524572372436523,8.785468101501465,9.924622,6.512847900390625,0.42840176820755005,4.521028995513916,8.1455078125,8.84400463104248,8.619120597839355,9.869367
10138,5.000380516052246,4.779897689819336,3.500959873199463,0.3349480926990509,2.499629020690918,5.323408126831055,7.935201,6.497633457183838,7.27535343170166,5.543410301208496,0.5021834373474121,4.080616474151611,7.964516639709473,11.061545,8.905013084411621,10.614160537719727,7.389369964599609,0.7950370907783508,6.111741065979004,10.368712425231934,11.756002
11001,4.677083492279053,7.584504127502441,6.097978591918945,0.24374298751354218,3.7479588985443115,5.22728967666626,5.4361696,6.885997772216797,8.282015800476074,5.102249622344971,0.20872366428375244,3.880159854888916,6.776463031768799,7.33859,7.914806365966797,8.975297927856445,6.392874717712402,0.5869435667991638,4.555224895477295,8.221203804016113,8.716562
15030,1.1204702854156494,1.0881283283233643,0.9127616286277771,0.0,0.5084272027015686,2.0583252906799316,1.6486604,1.1466422080993652,1.4090148210525513,1.0152068138122559,0.0,0.6103945970535278,1.9062919616699219,1.1970319,1.197031855583191,1.201221227645874,0.7257993221282959,0.0,0.3566604256629944,1.8108224868774414,1.0246311
